Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEB-JUL
 06/14  01 ,18.71666667,83.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/14  02 ,18.85,83.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/14  03 ,18.53333333,85.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/14  04 ,18.11666667,86.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/14  05 ,17.66666667,85.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/14  06 ,17.61666667,84.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/14  07 ,17.71666667,83.33333333,13.4802,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/14  08 ,18.66666667,81.66666667,147.7138333,0.352166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/14  09 ,20.83333333,72.33333333,299.7306333,239.4145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/14  10 ,21.51666667,66.5,404.3389667,359.2833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/14  11 ,21.16666667,69,560.63775,134.4635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/14  12 ,21.56666667,68,554.3022667,52.91466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/14  13 ,22.28333333,64.5,499.79685,39.31883333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/14  14 ,24.83333333,51.66666667,445.3494167,530.7333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/14  15 ,25.96666667,48,506.9182667,303.4666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/14  16 ,25.93333333,46,432.8047167,412.0833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/14  17 ,25.51666667,49.16666667,241.61005,26.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/14  18 ,25.16666667,49.83333333,146.78755,1.017833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/14  19 ,24.35,56.33333333,50.43441667,0.010333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/14  20 ,23.18333333,63.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/14  21 ,22.85,62.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/14  22 ,19.91666667,81.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/14  23 ,19.23333333,85.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/14  24 ,19.2,84.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/15  01 ,19.05,81.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/15  02 ,19.06666667,80.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/15  03 ,19.03333333,82,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/15  04 ,18.75,83.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/15  05 ,18.7,84.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/15  06 ,18.68333333,85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/15  07 ,18.86666667,84.16666667,27.80961667,0.063166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/15  08 ,19.96666667,79.66666667,143.2757333,1.715666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/15  09 ,21.03333333,73.66666667,299.0965,66.93666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/15  10 ,20.46666667,75.5,200.9897167,0.2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/15  11 ,20.9,74.5,331.9891667,1.8675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/15  12 ,22.8,63.66666667,466.6571833,2.495333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/15  13 ,24.06666667,59.16666667,563.6637333,4.7595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/15  14 ,23.68333333,61.83333333,540.375,0.5225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/15  15 ,22.23333333,70.16666667,288.2612833,4.7615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/15  16 ,21.3,76.5,86.29176667,0.031166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/15  17 ,21.35,77.66666667,104.4351,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/15  18 ,21.3,73.33333333,82.31521667,0.170666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/15  19 ,21.28333333,72.83333333,34.22603333,0.0665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/15  20 ,21.18333333,78.33333333,1.22665,0.011166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/15  21 ,20.85,82.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/15  22 ,20.51666667,81.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/15  23 ,19.33333333,81.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/15  24 ,19.28333333,82,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/16  01 ,19.28333333,81.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/16  02 ,19.23333333,82.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/16  03 ,18.96666667,83.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/16  04 ,18.73333333,84.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/16  05 ,18.41666667,84.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/16  06 ,18,83.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/16  07 ,18.13333333,79.33333333,48.08228333,124.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/16  08 ,20,71.83333333,176.0382667,158.7688333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/16  09 ,21.18333333,69.33333333,208.7804,0.716833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/16  10 ,22.88333333,64,408.7025667,254.4065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/16  11 ,23.65,58.66666667,349.4545,542.7166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/16  12 ,24.51666667,55,360.9146167,475.9666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/16  13 ,25.4,52.33333333,466.38345,339.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/16  14 ,25.7,50.33333333,407.2251,430.3733333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/16  15 ,27.55,43.66666667,335.6688333,563.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/16  16 ,27.53333333,43.83333333,326.75155,410.7566667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/16  17 ,26.66666667,47,123.6967667,7.298166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/16  18 ,26.5,46.66666667,112.3297,1.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/16  19 ,25.3,55.33333333,16.26435,0.001833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/16  20 ,22.6,63.66666667,0.208,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/16  21 ,20.51666667,73.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/16  22 ,18.8,84.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/16  23 ,18.98333333,85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/16  24 ,19.23333333,84.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/17  01 ,19.18333333,84.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/17  02 ,19.1,84.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/17  03 ,18.98333333,84,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/17  04 ,18.98333333,83.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/17  05 ,19.11666667,83.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/17  06 ,18.98333333,85.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/17  07 ,19.25,83.5,51.12286667,1.914166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/17  08 ,20.46666667,75.83333333,193.7569,18.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/17  09 ,20.6,74.66666667,304.25985,3.868333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/17  10 ,21.28333333,70.83333333,369.33235,10.39516667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/17  11 ,22.08333333,68.16666667,406.78025,24.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/17  12 ,22.53333333,66.33333333,514.8536833,214.685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/17  13 ,23.41666667,63.16666667,580.2944167,118.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/17  14 ,24.1,58,588.0949,308.5166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/17  15 ,24.36666667,56,455.1241667,109.4311667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/17  16 ,24.56666667,53.33333333,337.27435,26.58416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/17  17 ,24.51666667,53.33333333,162.0508833,6.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/17  18 ,23.35,60.83333333,50.32756667,0.029833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/17  19 ,23.05,60.66666667,23.64793333,0.049333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/17  20 ,22.28333333,65.5,1.016833333,0.000666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/17  21 ,20.33333333,76,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/17  22 ,19.9,78,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/17  23 ,19.8,79,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/17  24 ,19.46666667,79.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/18  01 ,19,81.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/18  02 ,18.73333333,81.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/18  03 ,18.58333333,81.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/18  04 ,18.68333333,81.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/18  05 ,18.36666667,82.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/18  06 ,18.06666667,83,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/18  07 ,17.93333333,83,8.894233333,0.028666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/18  08 ,17.78333333,83,40.99573333,0.0355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/18  09 ,17.86666667,84,106.2948667,0.233666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/18  10 ,18.75,81,268.6590667,0.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/18  11 ,20.5,70.33333333,388.0918,2.086833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/18  12 ,21.41666667,65.83333333,370.9728167,10.28683333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/18  13 ,20.15,74.5,328.6293333,0.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/18  14 ,21.38333333,66.66666667,520.3746333,4.401666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/18  15 ,22.58333333,59.66666667,561.1680167,201.4933333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/18  16 ,23.06666667,57.66666667,292.7810167,97.59733333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/18  17 ,19.26666667,81.33333333,45.79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/18  18 ,18.65,83.83333333,19.99661667,0.000166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/18  19 ,18.66666667,84,8.63095,0.018833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/18  20 ,18.68333333,82.83333333,0.343983333,0.004833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/18  21 ,18.78333333,83,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/18  22 ,18.88333333,83,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/18  23 ,18.9,83,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/18  24 ,18.91666667,83.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/19  01 ,18.76666667,84,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/19  02 ,18.7,84.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/19  03 ,18.48333333,86,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/19  04 ,18.38333333,86,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/19  05 ,18.33333333,86.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/19  06 ,18.33333333,86,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/19  07 ,18.15,85.83333333,33.29991667,0.176833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/19  08 ,18.68333333,84.5,127.6510667,1.508833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/19  09 ,19.43333333,77.5,221.7413,75.74583333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/19  10 ,21.45,67.66666667,249.8949167,633.4333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/19  11 ,22.6,60,321.8842667,657.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/19  12 ,23.11666667,55.83333333,491.0258667,98.25916667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/19  13 ,23.71666667,55,444.9162833,7.084333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/19  14 ,24.53333333,52.5,478.8547833,39.33566667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/19  15 ,25.4,49,514.3019167,100.5766667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/19  16 ,25.31666667,48.83333333,467.03415,94.60166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/19  17 ,24.86666667,50.83333333,363.9372833,103.7733333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/19  18 ,25.56666667,46.33333333,227.8163833,215.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/19  19 ,24.71666667,48.16666667,76.61133333,59.7435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/19  20 ,23.7,54.33333333,1.303,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/19  21 ,22.68333333,63.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/19  22 ,19.18333333,76.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/19  23 ,18.78333333,75.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/19  24 ,19.01666667,75.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/20  01 ,18.5,76.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/20  02 ,18.31666667,74.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/20  03 ,17.96666667,75.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/20  04 ,17.88333333,75,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/20  05 ,17.86666667,73.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/20  06 ,17.68333333,73.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/20  07 ,17.71666667,72.66666667,25.82563333,0.272333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/20  08 ,18.6,71.66666667,98.71265,0.389166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/20  09 ,20,65.16666667,209.0986667,0.899833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/20  10 ,21.68333333,59.5,324.6099,73.78566667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/20  11 ,21.91666667,59.66666667,324.6254833,6.343833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/20  12 ,22.43333333,55.33333333,452.29165,35.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/20  13 ,24,46.66666667,571.1421167,376.3333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/20  14 ,25.2,40.83333333,427.4085833,643.9833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/20  15 ,25.33333333,40.5,414.9868833,106.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/20  16 ,25.83333333,40.5,498.3237,231.4683333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/20  17 ,25.73333333,42,376.9685833,131.1233333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/20  18 ,25.26666667,43.33333333,198.5333833,83.656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/20  19 ,24.6,45.66666667,96.78,1.310166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/20  20 ,23.91666667,48.33333333,2.203333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/20  21 ,22.31666667,59.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/20  22 ,21.41666667,65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/20  23 ,20.65,67.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/20  24 ,20.35,69.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/21  01 ,20.36666667,67.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/21  02 ,20.23333333,68.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/21  03 ,20.1,67.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/21  04 ,19.68333333,68.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/21  05 ,19.61666667,67.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/21  06 ,19.7,70,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/21  07 ,19.53333333,70.33333333,29.94391667,1.771666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/21  08 ,21.65,61.83333333,160.1543667,59.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/21  09 ,22.4,56,279.83845,75.72133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/21  10 ,22.3,55.66666667,268.0622833,271.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/21  11 ,23.21666667,53.16666667,299.69425,343.0333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/21  12 ,24.68333333,46.33333333,409.96355,409.6116667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/21  13 ,26.11666667,41.33333333,558.8730333,360.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/21  14 ,26.31666667,41,647.2111,43.27916667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/21  15 ,26.2,42.5,527.8003333,3.320666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/21  16 ,27.38333333,37.16666667,329.6172667,577.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/21  17 ,27.2,33.33333333,263.5365833,353.4633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/21  18 ,26.3,39,152.5523667,0.549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/21  19 ,24.35,49.5,31.55703333,0.069333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/21  20 ,22.68333333,49,0.366833333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/21  21 ,22.21666667,54,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/21  22 ,20.01666667,67.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/21  23 ,18.18333333,79,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/21  24 ,17.8,80.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/22  01 ,17.66666667,80.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/22  02 ,17.7,81.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/22  03 ,17.83333333,82.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/22  04 ,17.35,84,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/22  05 ,17.28333333,84,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/22  06 ,17.43333333,83.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/22  07 ,17.36666667,83.5,23.72538333,2.610333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/22  08 ,18.11666667,78.33333333,130.1615833,2.617833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/22  09 ,19.35,73.33333333,267.07725,8.099833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/22  10 ,20.3,67.66666667,362.3184167,194.563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/22  11 ,21.06666667,64.66666667,365.4052333,122.3725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/22  12 ,22.16666667,59.5,415.8847333,81.30266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/22  13 ,23.36666667,56,322.6374167,683.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/22  14 ,24.11666667,53,321.3455333,566.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/22  15 ,25.38333333,48.33333333,260.3555667,724.4833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/22  16 ,26.43333333,42.33333333,258.0795667,679.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/22  17 ,26.73333333,37.83333333,219.90805,540.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/22  18 ,26.21666667,39,162.0372667,319.9833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/22  19 ,25.56666667,45.33333333,72.58485,34.07983333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/22  20 ,24.31666667,52.33333333,2.565,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/22  21 ,23.68333333,54.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/22  22 ,22.76666667,59,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/22  23 ,18.06666667,78.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/22  24 ,17.6,79.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/23  01 ,17.65,79,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/23  02 ,17.6,78.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/23  03 ,17.53333333,80.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/23  04 ,17.4,82.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/23  05 ,16.53333333,84.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/23  06 ,16.65,84.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/23  07 ,17.25,82.83333333,61.56223333,94.22066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/23  08 ,18.61666667,77.16666667,165.8466833,77.85166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/23  09 ,20.18333333,67.66666667,262.8234833,250.9666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/23  10 ,20.31666667,67,252.26165,556.7166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/23  11 ,22.48333333,55.5,239.5939667,727.1166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/23  12 ,22.81666667,56.66666667,563.3295833,346.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/23  13 ,22.91666667,57,642.1108167,103.6583333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/23  14 ,24.15,51,500.39645,672.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/23  15 ,25,45,439.9689,588.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/23  16 ,24.96666667,45.5,374.4721,77.91216667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/23  17 ,24.4,51.33333333,263.9380833,5.009333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/23  18 ,24.21666667,50.5,74.2213,0.015666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/23  19 ,22.9,53.83333333,8.389733333,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/23  20 ,21.16666667,63.83333333,0.000166667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/23  21 ,21,63.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/23  22 ,19.4,70.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/23  23 ,18.95,73.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/23  24 ,18.28333333,80.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/24  01 ,18,83.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 06/24  02 ,17.65,82.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
